LSOA or DZ,Nation,Score,Rank,Decile
S01009901,Scotland,3.56233,6746,10
S01010429,Scotland,3.55037,6747,10
S01008608,Scotland,3.53871,6748,10
S01006559,Scotland,3.53608,6749,10
S01008839,Scotland,3.53506,6750,10
S01009958,Scotland,3.53056,6751,10
S01011909,Scotland,3.5172,6752,10
S01008414,Scotland,3.51601,6753,10
S01010998,Scotland,3.50143,6754,10
S01006594,Scotland,3.47154,6755,10
S01010263,Scotland,3.46816,6756,10
S01008657,Scotland,3.46027,6757,10
S01010192,Scotland,3.4525,6758,10
S01010475,Scotland,3.44421,6759,10
S01008822,Scotland,3.41678,6760,10
S01010250,Scotland,3.40341,6761,10
S01006655,Scotland,3.38291,6762,10
S01006575,Scotland,3.36331,6763,10
S01010032,Scotland,3.36164,6764,10
S01008077,Scotland,3.31955,6765,10
S01009915,Scotland,3.31853,6766,10
S01010308,Scotland,3.30544,6767,10
S01008644,Scotland,3.30451,6768,10
S01008664,Scotland,3.30284,6769,10
S01010398,Scotland,3.29637,6770,10
S01006579,Scotland,3.2693,6771,10
S01010280,Scotland,3.23361,6772,10
S01009929,Scotland,3.21112,6773,10
S01008606,Scotland,3.19871,6774,10
S01009922,Scotland,3.19097,6775,10
S01009957,Scotland,3.18542,6776,10
S01008821,Scotland,3.16072,6777,10
S01010281,Scotland,3.15695,6778,10
S01008911,Scotland,3.15374,6779,10
S01009928,Scotland,3.15324,6780,10
S01008646,Scotland,3.14959,6781,10
S01010269,Scotland,3.14762,6782,10
S01006689,Scotland,3.13685,6783,10
S01006661,Scotland,3.13227,6784,10
S01006534,Scotland,3.1247,6785,10
S01010015,Scotland,3.12345,6786,10
S01008780,Scotland,3.11591,6787,10
S01006558,Scotland,3.11333,6788,10
S01008799,Scotland,3.10463,6789,10
S01010265,Scotland,3.09743,6790,10
S01008775,Scotland,3.09553,6791,10
S01006665,Scotland,3.06213,6792,10
S01009926,Scotland,3.0602,6793,10
S01010322,Scotland,3.05606,6794,10
S01008511,Scotland,3.05466,6795,10
S01010252,Scotland,3.02613,6796,10
S01008791,Scotland,3.00017,6797,10
S01013091,Scotland,2.99795,6798,10
S01008321,Scotland,2.96178,6799,10
S01010368,Scotland,2.92657,6800,10
S01010404,Scotland,2.92646,6801,10
S01008607,Scotland,2.91594,6802,10
S01010399,Scotland,2.90818,6803,10
S01009911,Scotland,2.90532,6804,10
S01009920,Scotland,2.87286,6805,10
S01008680,Scotland,2.86011,6806,10
S01008660,Scotland,2.8582,6807,10
S01008840,Scotland,2.85212,6808,10
S01008784,Scotland,2.85158,6809,10
S01008605,Scotland,2.84349,6810,10
S01008855,Scotland,2.82543,6811,10
S01009932,Scotland,2.80555,6812,10
S01008510,Scotland,2.80184,6813,10
S01006588,Scotland,2.78682,6814,10
S01006569,Scotland,2.77401,6815,10
S01009908,Scotland,2.77351,6816,10
S01010295,Scotland,2.75946,6817,10
S01007702,Scotland,2.736,6818,10
S01006598,Scotland,2.72341,6819,10
S01008604,Scotland,2.69721,6820,10
S01006663,Scotland,2.69298,6821,10
S01012855,Scotland,2.68745,6822,10
S01009918,Scotland,2.63874,6823,10
S01010377,Scotland,2.63864,6824,10
S01010235,Scotland,2.63858,6825,10
S01008655,Scotland,2.6317,6826,10
S01006568,Scotland,2.62815,6827,10
S01006646,Scotland,2.62165,6828,10
S01008612,Scotland,2.61766,6829,10
S01008863,Scotland,2.61514,6830,10
S01006582,Scotland,2.59386,6831,10
S01006597,Scotland,2.59319,6832,10
S01008599,Scotland,2.59301,6833,10
S01006590,Scotland,2.58429,6834,10
S01010301,Scotland,2.56336,6835,10
S01008631,Scotland,2.5572,6836,10
S01010287,Scotland,2.55523,6837,10
S01010273,Scotland,2.53456,6838,10
S01010286,Scotland,2.53006,6839,10
S01008662,Scotland,2.5068,6840,10
S01008671,Scotland,2.50019,6841,10
S01008814,Scotland,2.4794,6842,10
S01006580,Scotland,2.47849,6843,10
S01006659,Scotland,2.4746,6844,10
S01009917,Scotland,2.46728,6845,10
S01010290,Scotland,2.46136,6846,10
S01008779,Scotland,2.45521,6847,10
S01008648,Scotland,2.45224,6848,10
S01008676,Scotland,2.44337,6849,10
S01008857,Scotland,2.44291,6850,10
S01008870,Scotland,2.43768,6851,10
S01008866,Scotland,2.43639,6852,10
S01010373,Scotland,2.42418,6853,10
S01010407,Scotland,2.41252,6854,10
S01010267,Scotland,2.41095,6855,10
S01008613,Scotland,2.40267,6856,10
S01010389,Scotland,2.40123,6857,10
S01006566,Scotland,2.40119,6858,10
S01008867,Scotland,2.39938,6859,10
S01006577,Scotland,2.39161,6860,10
S01006571,Scotland,2.37746,6861,10
S01010376,Scotland,2.3581,6862,10
S01008602,Scotland,2.3367,6863,10
S01008639,Scotland,2.33186,6864,10
S01009921,Scotland,2.33148,6865,10
S01006664,Scotland,2.32704,6866,10
S01006570,Scotland,2.31716,6867,10
S01006643,Scotland,2.30599,6868,10
S01010307,Scotland,2.30491,6869,10
S01010384,Scotland,2.29281,6870,10
S01009925,Scotland,2.2905,6871,10
S01008843,Scotland,2.28017,6872,10
S01008672,Scotland,2.2776,6873,10
S01010031,Scotland,2.27083,6874,10
S01008818,Scotland,2.23329,6875,10
S01008805,Scotland,2.21642,6876,10
S01008645,Scotland,2.21255,6877,10
S01010371,Scotland,2.17443,6878,10
S01010406,Scotland,2.1722,6879,10
S01010381,Scotland,2.16946,6880,10
S01006583,Scotland,2.16188,6881,10
S01010276,Scotland,2.14529,6882,10
S01008788,Scotland,2.1375,6883,10
S01006595,Scotland,2.12968,6884,10
S01006640,Scotland,2.12858,6885,10
S01008858,Scotland,2.1162,6886,10
S01010392,Scotland,2.11037,6887,10
S01008868,Scotland,2.10178,6888,10
S01008846,Scotland,2.07402,6889,10
S01010400,Scotland,2.06885,6890,10
S01008810,Scotland,2.06483,6891,10
S01010275,Scotland,2.05795,6892,10
