LSOA or DZ,Nation,Score,Rank,Decile
S01009813,Scotland,31.94956,1723,3
S01008456,Scotland,31.94856,1724,3
S01007505,Scotland,31.94512,1725,3
S01011878,Scotland,31.94462,1726,3
S01007080,Scotland,31.93548,1727,3
S01009843,Scotland,31.92943,1728,3
S01009126,Scotland,31.88435,1729,3
S01012041,Scotland,31.88301,1730,3
S01007033,Scotland,31.86981,1731,3
S01006632,Scotland,31.85688,1732,3
S01011675,Scotland,31.83342,1733,3
S01011028,Scotland,31.8048,1734,3
S01011466,Scotland,31.80341,1735,3
S01007804,Scotland,31.76401,1736,3
S01010159,Scotland,31.75479,1737,3
S01007668,Scotland,31.74992,1738,3
S01010347,Scotland,31.74758,1739,3
S01012037,Scotland,31.73841,1740,3
S01012615,Scotland,31.7344,1741,3
S01007582,Scotland,31.72275,1742,3
S01007753,Scotland,31.72245,1743,3
S01010313,Scotland,31.71951,1744,3
S01009744,Scotland,31.71673,1745,3
S01011396,Scotland,31.71223,1746,3
S01010324,Scotland,31.70703,1747,3
S01011682,Scotland,31.7068,1748,3
S01009438,Scotland,31.69432,1749,3
S01007850,Scotland,31.69215,1750,3
S01007490,Scotland,31.68928,1751,3
S01011075,Scotland,31.67825,1752,3
S01010028,Scotland,31.67709,1753,3
S01011428,Scotland,31.66914,1754,3
S01010515,Scotland,31.66458,1755,3
S01006989,Scotland,31.66181,1756,3
S01009046,Scotland,31.65118,1757,3
S01011543,Scotland,31.64025,1758,3
S01011792,Scotland,31.62635,1759,3
S01009528,Scotland,31.62445,1760,3
S01012899,Scotland,31.59442,1761,3
S01007070,Scotland,31.59078,1762,3
S01009548,Scotland,31.58655,1763,3
S01010135,Scotland,31.58427,1764,3
S01008708,Scotland,31.56644,1765,3
S01013169,Scotland,31.55548,1766,3
S01009037,Scotland,31.55456,1767,3
S01011818,Scotland,31.55048,1768,3
S01008474,Scotland,31.5504,1769,3
S01012087,Scotland,31.5446,1770,3
S01009849,Scotland,31.54216,1771,3
S01007109,Scotland,31.53753,1772,3
S01012728,Scotland,31.53121,1773,3
S01010424,Scotland,31.5185,1774,3
S01007800,Scotland,31.50704,1775,3
S01012048,Scotland,31.49928,1776,3
S01013106,Scotland,31.49464,1777,3
S01010706,Scotland,31.49151,1778,3
S01010918,Scotland,31.49102,1779,3
S01010253,Scotland,31.48369,1780,3
S01008777,Scotland,31.47692,1781,3
S01012633,Scotland,31.47491,1782,3
S01010741,Scotland,31.47266,1783,3
S01011366,Scotland,31.43021,1784,3
S01007466,Scotland,31.41466,1785,3
S01010340,Scotland,31.40632,1786,3
S01012151,Scotland,31.3981,1787,3
S01011972,Scotland,31.39567,1788,3
S01009894,Scotland,31.38902,1789,3
S01007739,Scotland,31.38543,1790,3
S01013431,Scotland,31.35683,1791,3
S01012165,Scotland,31.34328,1792,3
S01008280,Scotland,31.32281,1793,3
S01007788,Scotland,31.31973,1794,3
S01011353,Scotland,31.31355,1795,3
S01012356,Scotland,31.3134,1796,3
S01008703,Scotland,31.31226,1797,3
S01009851,Scotland,31.3119,1798,3
S01008757,Scotland,31.30317,1799,3
S01009948,Scotland,31.29923,1800,3
S01008707,Scotland,31.29443,1801,3
S01011210,Scotland,31.28099,1802,3
S01009861,Scotland,31.2781,1803,3
S01010166,Scotland,31.26957,1804,3
S01011287,Scotland,31.25461,1805,3
S01013133,Scotland,31.2519,1806,3
S01007229,Scotland,31.24711,1807,3
S01007989,Scotland,31.24548,1808,3
S01010512,Scotland,31.23722,1809,3
S01011397,Scotland,31.23425,1810,3
S01011657,Scotland,31.19971,1811,3
S01009336,Scotland,31.17242,1812,3
S01007925,Scotland,31.15514,1813,3
S01011097,Scotland,31.13803,1814,3
S01011740,Scotland,31.1199,1815,3
S01009042,Scotland,31.11631,1816,3
S01010185,Scotland,31.11375,1817,3
S01012631,Scotland,31.11291,1818,3
S01007763,Scotland,31.11117,1819,3
S01011663,Scotland,31.11008,1820,3
S01007491,Scotland,31.1,1821,3
S01008167,Scotland,31.09826,1822,3
S01012785,Scotland,31.09225,1823,3
S01011102,Scotland,31.06824,1824,3
S01013135,Scotland,31.0664,1825,3
S01009225,Scotland,31.06424,1826,3
S01012003,Scotland,31.0461,1827,3
S01006731,Scotland,31.04526,1828,3
S01007636,Scotland,31.04497,1829,3
S01013013,Scotland,31.04284,1830,3
S01007370,Scotland,31.01556,1831,3
S01011341,Scotland,31.01315,1832,3
S01012831,Scotland,31.01012,1833,3
S01012116,Scotland,31.00284,1834,3
S01007664,Scotland,30.99676,1835,3
S01011242,Scotland,30.98432,1836,3
S01006727,Scotland,30.98268,1837,3
S01012751,Scotland,30.98042,1838,3
S01010243,Scotland,30.96934,1839,3
S01011522,Scotland,30.96824,1840,3
S01012874,Scotland,30.96759,1841,3
S01011352,Scotland,30.95658,1842,3
S01011492,Scotland,30.94386,1843,3
S01012362,Scotland,30.93469,1844,3
S01008555,Scotland,30.92724,1845,3
S01007382,Scotland,30.92242,1846,3
S01012679,Scotland,30.91329,1847,3
S01007013,Scotland,30.9013,1848,3
S01007087,Scotland,30.90082,1849,3
S01007105,Scotland,30.8891,1850,3
S01011966,Scotland,30.87364,1851,3
S01006854,Scotland,30.86125,1852,3
S01009980,Scotland,30.85117,1853,3
S01009986,Scotland,30.84546,1854,3
S01010496,Scotland,30.84543,1855,3
S01008899,Scotland,30.83578,1856,3
S01011659,Scotland,30.83379,1857,3
S01010311,Scotland,30.83297,1858,3
S01010833,Scotland,30.83081,1859,3
S01011331,Scotland,30.82172,1860,3
S01010739,Scotland,30.82056,1861,3
S01010853,Scotland,30.8185,1862,3
S01011692,Scotland,30.80994,1863,3
S01006906,Scotland,30.80839,1864,3
S01009338,Scotland,30.80646,1865,3
S01006717,Scotland,30.7995,1866,3
S01007594,Scotland,30.78675,1867,3
S01007103,Scotland,30.78228,1868,3
S01007858,Scotland,30.76889,1869,3
S01013370,Scotland,30.76743,1870,3
S01012223,Scotland,30.76578,1871,3
S01010043,Scotland,30.76561,1872,3
S01008159,Scotland,30.75284,1873,3
S01009681,Scotland,30.73968,1874,3
S01006955,Scotland,30.72532,1875,3
S01006698,Scotland,30.68721,1876,3
S01011518,Scotland,30.68213,1877,3
S01012125,Scotland,30.63342,1878,3
S01010062,Scotland,30.63031,1879,3
S01010830,Scotland,30.61891,1880,3
S01007516,Scotland,30.61853,1881,3
S01012543,Scotland,30.61029,1882,3
S01010055,Scotland,30.60798,1883,3
S01011299,Scotland,30.59445,1884,3
S01011721,Scotland,30.5905,1885,3
S01012154,Scotland,30.58219,1886,3
S01010800,Scotland,30.58051,1887,3
S01010024,Scotland,30.57742,1888,3
S01007568,Scotland,30.5691,1889,3
S01011465,Scotland,30.56798,1890,3
S01007612,Scotland,30.56533,1891,3
S01007988,Scotland,30.56111,1892,3
S01011677,Scotland,30.56081,1893,3
S01009553,Scotland,30.55904,1894,3
S01011264,Scotland,30.55324,1895,3
S01007849,Scotland,30.54966,1896,3
S01007489,Scotland,30.54172,1897,3
S01009805,Scotland,30.54147,1898,3
S01011729,Scotland,30.53943,1899,3
S01010256,Scotland,30.53789,1900,3
S01011261,Scotland,30.52867,1901,3
S01010052,Scotland,30.52276,1902,3
S01011263,Scotland,30.52219,1903,3
S01008234,Scotland,30.52112,1904,3
S01008246,Scotland,30.51301,1905,3
S01011305,Scotland,30.51261,1906,3
S01009040,Scotland,30.51031,1907,3
S01010658,Scotland,30.50777,1908,3
S01010519,Scotland,30.48742,1909,3
S01009187,Scotland,30.47135,1910,3
S01007463,Scotland,30.46872,1911,3
S01012618,Scotland,30.46166,1912,3
S01011802,Scotland,30.46019,1913,3
S01012630,Scotland,30.45601,1914,3
S01007201,Scotland,30.4448,1915,3
S01009616,Scotland,30.43612,1916,3
S01012366,Scotland,30.43357,1917,3
S01009549,Scotland,30.4266,1918,3
S01010058,Scotland,30.421,1919,3
S01006711,Scotland,30.41958,1920,3
S01009196,Scotland,30.41669,1921,3
S01011077,Scotland,30.41114,1922,3
S01007481,Scotland,30.39367,1923,3
S01013156,Scotland,30.38206,1924,3
S01011853,Scotland,30.379,1925,3
S01009837,Scotland,30.37312,1926,3
S01009655,Scotland,30.36764,1927,3
S01007637,Scotland,30.36735,1928,3
S01010855,Scotland,30.34887,1929,3
S01007007,Scotland,30.34399,1930,3
S01012043,Scotland,30.33835,1931,3
S01011667,Scotland,30.33799,1932,3
S01006914,Scotland,30.32334,1933,3
S01010440,Scotland,30.31782,1934,3
S01013250,Scotland,30.30639,1935,3
S01013218,Scotland,30.28456,1936,3
S01012267,Scotland,30.27679,1937,3
S01009615,Scotland,30.26496,1938,3
S01008168,Scotland,30.26225,1939,3
S01013371,Scotland,30.25708,1940,3
S01009745,Scotland,30.25674,1941,3
S01009649,Scotland,30.25627,1942,3
S01013178,Scotland,30.25319,1943,3
S01012877,Scotland,30.25131,1944,3
S01007676,Scotland,30.23459,1945,3
S01007638,Scotland,30.23439,1946,3
S01011835,Scotland,30.23271,1947,3
S01013227,Scotland,30.22262,1948,3
S01009166,Scotland,30.2203,1949,3
S01009695,Scotland,30.21643,1950,3
S01009409,Scotland,30.21571,1951,3
S01010899,Scotland,30.20464,1952,3
S01010089,Scotland,30.19711,1953,3
S01011520,Scotland,30.19048,1954,3
S01008031,Scotland,30.18716,1955,3
S01007398,Scotland,30.18027,1956,3
S01007535,Scotland,30.17451,1957,3
S01013154,Scotland,30.16724,1958,3
S01007897,Scotland,30.16247,1959,3
S01009668,Scotland,30.15967,1960,3
S01009974,Scotland,30.15533,1961,3
S01012252,Scotland,30.12932,1962,3
S01013290,Scotland,30.129,1963,3
S01012032,Scotland,30.1242,1964,3
S01008245,Scotland,30.11813,1965,3
S01006776,Scotland,30.10629,1966,3
S01007274,Scotland,30.10394,1967,3
S01012098,Scotland,30.10185,1968,3
S01012146,Scotland,30.09606,1969,3
S01010021,Scotland,30.08605,1970,3
S01012708,Scotland,30.08178,1971,3
S01011249,Scotland,30.0777,1972,3
S01011679,Scotland,30.07294,1973,3
S01010910,Scotland,30.07225,1974,3
S01007038,Scotland,30.07159,1975,3
S01007630,Scotland,30.06398,1976,3
S01011431,Scotland,30.05455,1977,3
S01008292,Scotland,30.04772,1978,3
S01009181,Scotland,30.04532,1979,3
S01010357,Scotland,30.0371,1980,3
S01009233,Scotland,30.01483,1981,3
S01006681,Scotland,29.9999,1982,3
S01012309,Scotland,29.99608,1983,3
S01012085,Scotland,29.98921,1984,3
S01007461,Scotland,29.98622,1985,3
S01012253,Scotland,29.9854,1986,3
S01008595,Scotland,29.98388,1987,3
S01011073,Scotland,29.98285,1988,3
S01009810,Scotland,29.9812,1989,3
S01010638,Scotland,29.97338,1990,3
S01013138,Scotland,29.95158,1991,3
S01009533,Scotland,29.94949,1992,3
S01011457,Scotland,29.93833,1993,3
S01013163,Scotland,29.93685,1994,3
S01006822,Scotland,29.92914,1995,3
S01007472,Scotland,29.92506,1996,3
S01006983,Scotland,29.92368,1997,3
S01010199,Scotland,29.91708,1998,3
S01009537,Scotland,29.91672,1999,3
S01008243,Scotland,29.91298,2000,3
S01010825,Scotland,29.90891,2001,3
S01009659,Scotland,29.90679,2002,3
S01011570,Scotland,29.90441,2003,3
S01011600,Scotland,29.90315,2004,3
S01007832,Scotland,29.8847,2005,3
S01011359,Scotland,29.8834,2006,3
S01006957,Scotland,29.88226,2007,3
S01007493,Scotland,29.88148,2008,3
S01010834,Scotland,29.87277,2009,3
S01009044,Scotland,29.85962,2010,3
S01012867,Scotland,29.85745,2011,3
S01013388,Scotland,29.84599,2012,3
S01007492,Scotland,29.8421,2013,3
S01013383,Scotland,29.83351,2014,3
S01010200,Scotland,29.8316,2015,3
S01007092,Scotland,29.82614,2016,3
S01007299,Scotland,29.82142,2017,3
S01009422,Scotland,29.81157,2018,3
S01010434,Scotland,29.80134,2019,3
S01009892,Scotland,29.79753,2020,3
S01013176,Scotland,29.79243,2021,3
S01009536,Scotland,29.79055,2022,3
S01009840,Scotland,29.78842,2023,3
S01008460,Scotland,29.78826,2024,3
S01010451,Scotland,29.78795,2025,3
S01010799,Scotland,29.7865,2026,3
S01010729,Scotland,29.76407,2027,3
S01011539,Scotland,29.74799,2028,3
S01009988,Scotland,29.74532,2029,3
S01012577,Scotland,29.74287,2030,3
S01008462,Scotland,29.7364,2031,3
S01011511,Scotland,29.73464,2032,3
S01012497,Scotland,29.73327,2033,3
S01007202,Scotland,29.73312,2034,3
S01013168,Scotland,29.72282,2035,3
S01011977,Scotland,29.71653,2036,3
S01013220,Scotland,29.71612,2037,3
S01011425,Scotland,29.69843,2038,3
S01009619,Scotland,29.68743,2039,3
S01010057,Scotland,29.6717,2040,3
S01012505,Scotland,29.66611,2041,3
S01007629,Scotland,29.66287,2042,3
S01010742,Scotland,29.64373,2043,3
S01013116,Scotland,29.64081,2044,3
S01008461,Scotland,29.63855,2045,3
S01008137,Scotland,29.62871,2046,3
S01013170,Scotland,29.62517,2047,3
S01011745,Scotland,29.61425,2048,3
S01011402,Scotland,29.61171,2049,3
S01008166,Scotland,29.60527,2050,3
S01011399,Scotland,29.6038,2051,3
S01013219,Scotland,29.60075,2052,3
S01007008,Scotland,29.59974,2053,3
S01011286,Scotland,29.59789,2054,3
S01010786,Scotland,29.59254,2055,3
S01009629,Scotland,29.5887,2056,3
S01009076,Scotland,29.57802,2057,3
S01007230,Scotland,29.57466,2058,3
S01013377,Scotland,29.57112,2059,3
S01006966,Scotland,29.57071,2060,3
S01008278,Scotland,29.56142,2061,3
S01011186,Scotland,29.56094,2062,3
S01009845,Scotland,29.5519,2063,3
S01011544,Scotland,29.54009,2064,3
S01012432,Scotland,29.53361,2065,3
S01011254,Scotland,29.53052,2066,3
S01010674,Scotland,29.52139,2067,3
S01009734,Scotland,29.51647,2068,3
S01011744,Scotland,29.49401,2069,3
S01012676,Scotland,29.49191,2070,3
S01010130,Scotland,29.49135,2071,3
S01009597,Scotland,29.47174,2072,3
S01007721,Scotland,29.47018,2073,3
S01012608,Scotland,29.46338,2074,3
S01009876,Scotland,29.45537,2075,3
S01013005,Scotland,29.45359,2076,3
S01012215,Scotland,29.44892,2077,3
S01010703,Scotland,29.44489,2078,3
S01008145,Scotland,29.44037,2079,3
S01009226,Scotland,29.43871,2080,3
S01008027,Scotland,29.40299,2081,3
S01010614,Scotland,29.39515,2082,3
S01010143,Scotland,29.38494,2083,3
S01008525,Scotland,29.38375,2084,3
S01010481,Scotland,29.36923,2085,3
S01009760,Scotland,29.36568,2086,3
S01011822,Scotland,29.36485,2087,3
S01011452,Scotland,29.35902,2088,3
S01009785,Scotland,29.35119,2089,3
S01011288,Scotland,29.3456,2090,3
S01007810,Scotland,29.34312,2091,3
S01012727,Scotland,29.33697,2092,3
S01008530,Scotland,29.33262,2093,4
S01011360,Scotland,29.32953,2094,4
S01013034,Scotland,29.32287,2095,4
S01010113,Scotland,29.32186,2096,4
S01008190,Scotland,29.32003,2097,4
S01009204,Scotland,29.31835,2098,4
S01011789,Scotland,29.30027,2099,4
S01009254,Scotland,29.28694,2100,4
S01010783,Scotland,29.28174,2101,4
S01012147,Scotland,29.28165,2102,4
S01011317,Scotland,29.28148,2103,4
S01013139,Scotland,29.27725,2104,4
S01007513,Scotland,29.27121,2105,4
S01006633,Scotland,29.2645,2106,4
S01008581,Scotland,29.24604,2107,4
S01009838,Scotland,29.2457,2108,4
S01009791,Scotland,29.23823,2109,4
S01008169,Scotland,29.22898,2110,4
S01008195,Scotland,29.21675,2111,4
S01012856,Scotland,29.21293,2112,4
S01010563,Scotland,29.21032,2113,4
S01012054,Scotland,29.20534,2114,4
S01009823,Scotland,29.2028,2115,4
S01013004,Scotland,29.20217,2116,4
S01008759,Scotland,29.19363,2117,4
S01007569,Scotland,29.19296,2118,4
S01009161,Scotland,29.18786,2119,4
S01009739,Scotland,29.16381,2120,4
S01006982,Scotland,29.15334,2121,4
S01010737,Scotland,29.14473,2122,4
S01010745,Scotland,29.13599,2123,4
S01010837,Scotland,29.13312,2124,4
S01011098,Scotland,29.11326,2125,4
S01011323,Scotland,29.10336,2126,4
S01007790,Scotland,29.05578,2127,4
S01012625,Scotland,29.0484,2128,4
S01009162,Scotland,29.04073,2129,4
S01011266,Scotland,29.0295,2130,4
S01013479,Scotland,29.02894,2131,4
S01011395,Scotland,29.01263,2132,4
S01010565,Scotland,29.01118,2133,4
S01008196,Scotland,29.00651,2134,4
S01012148,Scotland,28.99664,2135,4
S01008032,Scotland,28.98695,2136,4
S01009340,Scotland,28.98282,2137,4
S01012632,Scotland,28.97777,2138,4
S01010782,Scotland,28.97696,2139,4
S01008478,Scotland,28.97378,2140,4
S01011211,Scotland,28.95614,2141,4
S01010433,Scotland,28.93877,2142,4
S01012218,Scotland,28.93562,2143,4
S01011363,Scotland,28.92917,2144,4
S01008455,Scotland,28.92476,2145,4
S01008557,Scotland,28.92198,2146,4
S01010754,Scotland,28.9213,2147,4
S01011530,Scotland,28.92017,2148,4
S01010017,Scotland,28.91648,2149,4
S01011705,Scotland,28.91289,2150,4
S01013132,Scotland,28.90348,2151,4
S01012110,Scotland,28.89672,2152,4
S01010183,Scotland,28.89419,2153,4
S01009653,Scotland,28.89284,2154,4
S01009762,Scotland,28.88496,2155,4
S01010314,Scotland,28.88308,2156,4
S01011233,Scotland,28.85175,2157,4
S01009554,Scotland,28.85016,2158,4
S01013051,Scotland,28.84974,2159,4
S01008994,Scotland,28.84443,2160,4
S01010829,Scotland,28.82451,2161,4
S01010450,Scotland,28.81703,2162,4
S01012654,Scotland,28.80708,2163,4
S01007291,Scotland,28.79127,2164,4
S01012782,Scotland,28.77731,2165,4
S01010155,Scotland,28.77067,2166,4
S01011167,Scotland,28.77051,2167,4
S01007383,Scotland,28.76729,2168,4
S01009283,Scotland,28.76048,2169,4
S01013216,Scotland,28.75583,2170,4
S01011658,Scotland,28.75198,2171,4
S01009087,Scotland,28.74736,2172,4
S01007813,Scotland,28.73489,2173,4
S01006729,Scotland,28.73138,2174,4
S01008931,Scotland,28.72027,2175,4
S01012431,Scotland,28.71187,2176,4
S01007525,Scotland,28.70913,2177,4
S01009201,Scotland,28.69749,2178,4
S01008921,Scotland,28.69408,2179,4
S01010355,Scotland,28.68445,2180,4
S01009278,Scotland,28.68138,2181,4
S01011320,Scotland,28.68001,2182,4
S01010142,Scotland,28.6795,2183,4
S01010254,Scotland,28.67573,2184,4
S01012863,Scotland,28.67408,2185,4
S01010349,Scotland,28.67274,2186,4
S01008003,Scotland,28.66752,2187,4
S01013107,Scotland,28.66295,2188,4
S01009811,Scotland,28.6554,2189,4
S01012515,Scotland,28.62957,2190,4
S01007671,Scotland,28.62615,2191,4
S01011274,Scotland,28.62109,2192,4
S01009374,Scotland,28.62099,2193,4
S01010205,Scotland,28.61768,2194,4
S01010705,Scotland,28.61744,2195,4
S01013144,Scotland,28.59196,2196,4
S01012862,Scotland,28.5898,2197,4
S01012161,Scotland,28.58732,2198,4
S01008713,Scotland,28.58436,2199,4
S01011767,Scotland,28.56925,2200,4
S01011155,Scotland,28.56644,2201,4
S01013361,Scotland,28.55182,2202,4
S01007579,Scotland,28.54715,2203,4
S01009652,Scotland,28.52521,2204,4
S01010503,Scotland,28.52275,2205,4
S01010427,Scotland,28.51704,2206,4
S01006977,Scotland,28.50583,2207,4
S01009992,Scotland,28.50488,2208,4
S01009124,Scotland,28.50089,2209,4
S01011409,Scotland,28.49977,2210,4
S01010016,Scotland,28.4982,2211,4
S01010339,Scotland,28.48702,2212,4
S01010801,Scotland,28.48641,2213,4
S01012121,Scotland,28.48427,2214,4
S01009540,Scotland,28.47289,2215,4
S01009777,Scotland,28.47235,2216,4
S01010488,Scotland,28.47189,2217,4
S01007178,Scotland,28.47033,2218,4
S01010255,Scotland,28.46394,2219,4
S01011442,Scotland,28.4622,2220,4
S01013376,Scotland,28.45537,2221,4
S01007677,Scotland,28.45086,2222,4
S01009253,Scotland,28.45059,2223,4
S01011011,Scotland,28.43773,2224,4
S01007010,Scotland,28.43769,2225,4
S01009186,Scotland,28.43329,2226,4
S01011978,Scotland,28.42468,2227,4
S01007782,Scotland,28.41417,2228,4
S01007530,Scotland,28.41311,2229,4
S01011759,Scotland,28.40943,2230,4
S01011289,Scotland,28.40382,2231,4
S01010054,Scotland,28.4006,2232,4
S01009788,Scotland,28.40053,2233,4
S01012221,Scotland,28.39227,2234,4
S01013291,Scotland,28.38839,2235,4
S01008261,Scotland,28.38428,2236,4
S01009896,Scotland,28.37704,2237,4
S01011307,Scotland,28.37366,2238,4
S01012822,Scotland,28.36753,2239,4
S01010458,Scotland,28.36701,2240,4
S01012500,Scotland,28.36598,2241,4
S01007269,Scotland,28.35046,2242,4
S01012433,Scotland,28.34996,2243,4
S01006853,Scotland,28.3289,2244,4
S01011273,Scotland,28.32853,2245,4
S01012605,Scotland,28.32668,2246,4
S01011074,Scotland,28.32624,2247,4
S01008277,Scotland,28.31053,2248,4
S01011715,Scotland,28.3099,2249,4
S01009178,Scotland,28.30516,2250,4
S01010461,Scotland,28.3034,2251,4
S01012780,Scotland,28.29504,2252,4
S01008476,Scotland,28.29107,2253,4
S01010803,Scotland,28.28925,2254,4
S01010511,Scotland,28.28878,2255,4
S01013052,Scotland,28.28759,2256,4
S01010436,Scotland,28.28678,2257,4
S01006626,Scotland,28.27935,2258,4
S01007376,Scotland,28.26528,2259,4
S01010860,Scotland,28.26456,2260,4
S01012616,Scotland,28.26426,2261,4
S01008244,Scotland,28.25645,2262,4
S01006507,Scotland,28.25351,2263,4
S01011447,Scotland,28.25172,2264,4
S01012258,Scotland,28.25069,2265,4
S01008030,Scotland,28.24885,2266,4
S01013182,Scotland,28.2419,2267,4
S01012170,Scotland,28.23643,2268,4
S01011386,Scotland,28.21929,2269,4
S01009198,Scotland,28.21712,2270,4
S01010198,Scotland,28.20803,2271,4
S01006903,Scotland,28.19304,2272,4
S01007375,Scotland,28.19272,2273,4
S01011181,Scotland,28.18717,2274,4
S01011149,Scotland,28.18021,2275,4
S01010938,Scotland,28.16688,2276,4
S01009264,Scotland,28.159,2277,4
S01009895,Scotland,28.14809,2278,4
S01007088,Scotland,28.14685,2279,4
S01011823,Scotland,28.13841,2280,4
S01010244,Scotland,28.13349,2281,4
S01011101,Scotland,28.12673,2282,4
S01011038,Scotland,28.12095,2283,4
S01011285,Scotland,28.11914,2284,4
S01007859,Scotland,28.10492,2285,4
S01012627,Scotland,28.09883,2286,4
S01007990,Scotland,28.09205,2287,4
S01006889,Scotland,28.08689,2288,4
S01013012,Scotland,28.08675,2289,4
S01012833,Scotland,28.08549,2290,4
S01007852,Scotland,28.07923,2291,4
S01008288,Scotland,28.07764,2292,4
S01008008,Scotland,28.0681,2293,4
S01007195,Scotland,28.0677,2294,4
S01010944,Scotland,28.06091,2295,4
S01013127,Scotland,28.05863,2296,4
S01013255,Scotland,28.05605,2297,4
S01011329,Scotland,28.04945,2298,4
S01010498,Scotland,28.0246,2299,4
S01012864,Scotland,28.02027,2300,4
S01009848,Scotland,28.0198,2301,4
S01007245,Scotland,28.01607,2302,4
S01013122,Scotland,28.00414,2303,4
S01012137,Scotland,28.00298,2304,4
S01010710,Scotland,27.99916,2305,4
S01011166,Scotland,27.99744,2306,4
S01010660,Scotland,27.99442,2307,4
S01008787,Scotland,27.98654,2308,4
S01011615,Scotland,27.98395,2309,4
S01006959,Scotland,27.98079,2310,4
S01011975,Scotland,27.97304,2311,4
S01007518,Scotland,27.96915,2312,4
S01012662,Scotland,27.96673,2313,4
S01012318,Scotland,27.95837,2314,4
S01008160,Scotland,27.95287,2315,4
S01011971,Scotland,27.95255,2316,4
S01007527,Scotland,27.9502,2317,4
S01008905,Scotland,27.94435,2318,4
S01012650,Scotland,27.94364,2319,4
S01013432,Scotland,27.93497,2320,4
S01007298,Scotland,27.93051,2321,4
S01013308,Scotland,27.92696,2322,4
S01009696,Scotland,27.9256,2323,4
S01007172,Scotland,27.92059,2324,4
S01009239,Scotland,27.91867,2325,4
S01012678,Scotland,27.91516,2326,4
S01011270,Scotland,27.90881,2327,4
S01012619,Scotland,27.9004,2328,4
S01007455,Scotland,27.89899,2329,4
S01007099,Scotland,27.8974,2330,4
S01008237,Scotland,27.89634,2331,4
S01009506,Scotland,27.88969,2332,4
S01011757,Scotland,27.88501,2333,4
S01012095,Scotland,27.88046,2334,4
S01013036,Scotland,27.88046,2335,4
S01011760,Scotland,27.87737,2336,4
S01009545,Scotland,27.87653,2337,4
S01010352,Scotland,27.87544,2338,4
S01010523,Scotland,27.87313,2339,4
S01009199,Scotland,27.86956,2340,4
S01008758,Scotland,27.86663,2341,4
S01012286,Scotland,27.86377,2342,4
S01006927,Scotland,27.85709,2343,4
S01007920,Scotland,27.85635,2344,4
S01012606,Scotland,27.85628,2345,4
S01011687,Scotland,27.85206,2346,4
S01012025,Scotland,27.84786,2347,4
S01009780,Scotland,27.84757,2348,4
S01011424,Scotland,27.83999,2349,4
S01010931,Scotland,27.83448,2350,4
S01011257,Scotland,27.82825,2351,4
S01011881,Scotland,27.82485,2352,4
S01009452,Scotland,27.80048,2353,4
S01011844,Scotland,27.78961,2354,4
S01007961,Scotland,27.77959,2355,4
S01010064,Scotland,27.76847,2356,4
S01009009,Scotland,27.75658,2357,4
S01006688,Scotland,27.75189,2358,4
S01009846,Scotland,27.74441,2359,4
S01009902,Scotland,27.74201,2360,4
S01013415,Scotland,27.74185,2361,4
S01009743,Scotland,27.73213,2362,4
S01013187,Scotland,27.7313,2363,4
S01011958,Scotland,27.73047,2364,4
S01009505,Scotland,27.72493,2365,4
S01011698,Scotland,27.72187,2366,4
S01012699,Scotland,27.71531,2367,4
S01011422,Scotland,27.70884,2368,4
S01012683,Scotland,27.70874,2369,4
S01009288,Scotland,27.69308,2370,4
S01012910,Scotland,27.68541,2371,4
S01009789,Scotland,27.67449,2372,4
S01009202,Scotland,27.66029,2373,4
S01009521,Scotland,27.65843,2374,4
S01011819,Scotland,27.64928,2375,4
S01012646,Scotland,27.6427,2376,4
S01013186,Scotland,27.64046,2377,4
S01011246,Scotland,27.63901,2378,4
S01008463,Scotland,27.63882,2379,4
S01009508,Scotland,27.62534,2380,4
S01010785,Scotland,27.62462,2381,4
S01007960,Scotland,27.62241,2382,4
S01011440,Scotland,27.59879,2383,4
S01007293,Scotland,27.59801,2384,4
S01010425,Scotland,27.59778,2385,4
S01009611,Scotland,27.59449,2386,4
S01009171,Scotland,27.56205,2387,4
S01013028,Scotland,27.56012,2388,4
S01009825,Scotland,27.5583,2389,4
S01009045,Scotland,27.54919,2390,4
S01012080,Scotland,27.53695,2391,4
S01007456,Scotland,27.53134,2392,4
S01011846,Scotland,27.52658,2393,4
S01009440,Scotland,27.52635,2394,4
S01009177,Scotland,27.5181,2395,4
S01007292,Scotland,27.51243,2396,4
S01008562,Scotland,27.50965,2397,4
S01012857,Scotland,27.50634,2398,4
S01008556,Scotland,27.50358,2399,4
S01010348,Scotland,27.50295,2400,4
S01007272,Scotland,27.50086,2401,4
S01008711,Scotland,27.49736,2402,4
S01008951,Scotland,27.49636,2403,4
S01010020,Scotland,27.48585,2404,4
S01011318,Scotland,27.4799,2405,4
S01007806,Scotland,27.47173,2406,4
S01010145,Scotland,27.46709,2407,4
S01006713,Scotland,27.46501,2408,4
S01012795,Scotland,27.46228,2409,4
S01012698,Scotland,27.45738,2410,4
S01011523,Scotland,27.45129,2411,4
S01007667,Scotland,27.45002,2412,4
S01010354,Scotland,27.44908,2413,4
S01012187,Scotland,27.43445,2414,4
S01007315,Scotland,27.43106,2415,4
S01010489,Scotland,27.42415,2416,4
S01012722,Scotland,27.4184,2417,4
S01009219,Scotland,27.4127,2418,4
S01006704,Scotland,27.4093,2419,4
S01009657,Scotland,27.40424,2420,4
S01007786,Scotland,27.40024,2421,4
